MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RM,2.522,2522,Reg,AllPub,Twnhs,2Story,6,5,2004,GasA,Y,SBrkr,9.7,970,7.39,739,Maj1,Detchd,3.8,380,Y,2006,WD,Normal,130000,130
RM,6.12,6120,Reg,AllPub,1Fam,1Story,5,7,1931,GasA,Y,FuseA,8.75,875,0,0,Typ,Detchd,1.8,180,Y,2009,WD,Normal,105000,105
RL,9.505,9505,IR1,AllPub,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,8.84,884,11.51,1151,Typ,BuiltIn,4.34,434,Y,2010,WD,Normal,222500,222.5
RL,7.5,7500,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,10.8,1080,0,0,Typ,NA,0,0,Y,2008,WD,Normal,141000,141
RM,6.24,6240,Reg,AllPub,1Fam,1.5Fin,5,4,1936,GasA,Y,FuseA,8.96,896,4.48,448,Typ,Detchd,2.4,240,Y,2006,WD,Normal,115000,115
RL,10.356,10356,Reg,AllPub,1Fam,1Story,5,6,1975,GasA,Y,SBrkr,9.69,969,0,0,Typ,Attchd,4.4,440,Y,2007,WD,Normal,122000,122
RL,13.891,13891,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,17.1,1710,0,0,Typ,Attchd,8.66,866,Y,2008,New,Partial,372402,372.402
RL,14.803,14803,IR1,AllPub,1Fam,2Story,6,5,1971,GasA,Y,SBrkr,10.97,1097,8.96,896,Typ,Attchd,4.95,495,Y,2006,WD,Normal,190000,190
RL,13.5,13500,Reg,AllPub,1Fam,1Story,6,7,1960,GasA,Y,SBrkr,12.52,1252,0,0,Typ,Attchd,5.64,564,Y,2008,WD,Normal,235000,235
RM,11.34,11340,Reg,AllPub,1Fam,1Story,6,5,1923,GasA,Y,FuseA,12,1200,0,0,Typ,Detchd,3.12,312,Y,2006,WD,Family,125000,125
RL,9.6,9600,Reg,AllPub,1Fam,1.5Fin,6,5,1924,Grav,N,FuseF,5.72,572,5.24,524,Typ,NA,0,0,N,2008,WD,Normal,79000,79
RL,7.2,7200,Reg,AllPub,1Fam,1Story,5,7,1950,GasA,Y,FuseF,10.4,1040,0,0,Typ,Detchd,6.25,625,Y,2006,WD,Normal,109500,109.5
RL,12.003,12003,Reg,AllPub,1Fam,2Story,8,5,2009,GasA,Y,SBrkr,7.74,774,11.94,1194,Typ,BuiltIn,6.8,680,Y,2010,New,Partial,269500,269.5
FV,12.552,12552,Reg,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,9.91,991,9.56,956,Typ,Attchd,6.78,678,Y,2010,WD,Normal,254900,254.9
RL,19.378,19378,IR1,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,13.92,1392,10.7,1070,Typ,Attchd,5.76,576,Y,2006,New,Partial,320000,320
RL,11.12,11120,IR1,AllPub,1Fam,1Story,6,6,1984,GasA,Y,SBrkr,12.32,1232,0,0,Typ,Attchd,5.16,516,Y,2008,WD,Normal,162500,162.5
RL,13.688,13688,IR1,AllPub,1Fam,2Story,9,5,2003,GasA,Y,SBrkr,15.72,1572,10.96,1096,Typ,BuiltIn,7.26,726,Y,2008,WD,Normal,412500,412.5
RL,12.182,12182,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,15.41,1541,0,0,Typ,Attchd,5.32,532,Y,2010,New,Partial,220000,220
RL,5.5,5500,Reg,AllPub,1Fam,1.5Unf,4,6,1956,GasA,Y,SBrkr,8.82,882,0,0,Typ,NA,0,0,Y,2007,WD,Normal,103200,103.2
RM,5.4,5400,Reg,AllPub,1Fam,1Story,6,7,1926,GasA,Y,FuseA,11.49,1149,4.67,467,Typ,Detchd,2.16,216,Y,2007,WD,Normal,152000,152
RL,10.106,10106,Reg,AllPub,2fmCon,1.5Fin,5,7,1940,GasA,Y,SBrkr,8.08,808,5.47,547,Typ,NA,0,0,Y,2008,WD,Normal,127500,127.5
RL,10.708,10708,IR1,AllPub,1Fam,1Story,5,5,1955,GasA,Y,FuseA,18.67,1867,0,0,Typ,Attchd,3.03,303,Y,2009,COD,Normal,190000,190
RL,10.562,10562,Reg,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,16.1,1610,5.51,551,Typ,Attchd,7.89,789,Y,2007,New,Partial,325624,325.624
RL,8.244,8244,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,8.4,840,8.8,880,Typ,Attchd,4.4,440,Y,2007,WD,Normal,183500,183.5
RL,16.669,16669,IR1,AllPub,1Fam,1Story,8,6,1981,GasA,Y,SBrkr,17.07,1707,0,0,Typ,Attchd,5.11,511,Y,2006,WD,Normal,228000,228
RM,12.358,12358,IR1,AllPub,1Fam,1.5Fin,5,6,1941,GasA,Y,SBrkr,8.54,854,0,0,Typ,Detchd,6.6,660,Y,2007,WD,Normal,128500,128.5
RL,31.77,31770,IR1,AllPub,1Fam,1Story,6,5,1960,GasA,Y,SBrkr,16.56,1656,0,0,Typ,Attchd,5.28,528,P,2010,WD,Normal,215000,215
RL,5.306,5306,IR1,AllPub,TwnhsE,2Story,7,7,1987,GasA,Y,SBrkr,10.64,1064,7.03,703,Typ,Attchd,5.04,504,Y,2006,WD,Normal,239000,239
RL,10.197,10197,IR1,AllPub,1Fam,1Story,6,5,1961,GasA,Y,SBrkr,13.62,1362,0,0,Typ,Attchd,5.04,504,Y,2008,COD,Normal,163000,163
RL,12.416,12416,IR1,AllPub,1Fam,1Story,6,5,1986,GasA,Y,SBrkr,16.51,1651,0,0,Min2,Attchd,6.16,616,Y,2008,WD,Normal,184000,184
RL,12.615,12615,Reg,AllPub,1Fam,1Story,6,7,1950,GasA,Y,SBrkr,21.58,2158,0,0,Typ,Attchd,5.76,576,Y,2007,WD,Normal,243000,243
RL,10.029,10029,IR1,AllPub,1Fam,2Story,6,5,1988,GasA,Y,SBrkr,11.64,1164,8.96,896,Typ,Attchd,5.21,521,Y,2007,WD,Normal,211000,211
RL,13.65,13650,Reg,AllPub,1Fam,1.5Fin,5,5,1958,GasA,Y,SBrkr,12.52,1252,6.68,668,Typ,Attchd,4.51,451,Y,2006,WD,Normal,172500,172.5
RL,17.423,17423,IR1,AllPub,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,22.34,2234,0,0,Typ,Attchd,11.66,1166,Y,2009,New,Partial,501837,501.837
RM,8.52,8520,Reg,AllPub,1Fam,1Story,5,6,1923,GasA,Y,SBrkr,9.68,968,0,0,Typ,Detchd,4.8,480,N,2007,WD,Normal,100000,100
FV,2.117,2117,Reg,AllPub,Twnhs,2Story,6,5,2000,GasA,Y,SBrkr,7.69,769,7.56,756,Typ,Detchd,4.4,440,Y,2007,WD,Normal,177000,177
RL,7.588,7588,Reg,AllPub,1Fam,2Story,7,6,1920,GasA,Y,SBrkr,9.01,901,9.01,901,Typ,Detchd,2.16,216,Y,2006,WD,Normal,200100,200.1
RL,9.06,9060,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,13.4,1340,0,0,Typ,Attchd,2.52,252,Y,2007,WD,Normal,120000,120
RM,11.426,11426,Reg,AllPub,1Fam,1.5Fin,7,5,2003,GasA,Y,SBrkr,13.62,1362,7.2,720,Mod,Detchd,4.84,484,N,2008,WD,Normal,200000,200
RL,7.438,7438,IR1,AllPub,1Fam,1.5Fin,5,8,1908,GasA,Y,SBrkr,9.36,936,3.16,316,Typ,Attchd,5.76,576,Y,2006,WD,Normal,127000,127
RM,22.95,22950,IR2,AllPub,1Fam,2.5Fin,10,9,1892,GasA,Y,SBrkr,15.18,1518,15.18,1518,Typ,Detchd,8.4,840,Y,2006,WD,Normal,475000,475
RL,9.947,9947,IR1,AllPub,1Fam,SLvl,7,5,1990,GasA,Y,SBrkr,12.17,1217,0,0,Typ,Attchd,4.97,497,Y,2009,WD,Normal,173000,173
RL,10.41,10410,Reg,AllPub,1Fam,1.5Fin,5,7,1916,GasA,Y,SBrkr,8.08,808,7.04,704,Min2,Detchd,1.8,180,N,2009,WD,Normal,135000,135
RL,7.018,7018,Reg,AllPub,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,12.24,1224,0,0,Typ,Detchd,5.28,528,Y,2009,WD,Alloca,153337,153.337
RL,4.923,4923,Reg,AllPub,TwnhsE,1Story,8,5,2001,GasA,Y,SBrkr,15.93,1593,0,0,Typ,Attchd,6.82,682,Y,2008,WD,Normal,286000,286
RL,10.57,10570,Reg,AllPub,1Fam,2Story,8,8,1932,GasA,Y,SBrkr,15.49,1549,11.78,1178,Maj1,Detchd,4.4,440,Y,2007,WD,Normal,315000,315
RL,7.472,7472,IR1,AllPub,1Fam,2Story,7,9,1972,GasA,Y,SBrkr,7.25,725,7.54,754,Typ,Attchd,4.84,484,Y,2007,WD,Normal,184000,184
RL,9.017,9017,IR1,AllPub,1Fam,1Story,7,5,1999,GasA,Y,SBrkr,14.31,1431,0,0,Typ,Attchd,6.66,666,Y,2009,WD,Normal,192000,192
RM,2.522,2522,Reg,AllPub,Twnhs,2Story,7,5,2004,GasA,Y,SBrkr,9.7,970,7.39,739,Maj1,Detchd,3.8,380,Y,2006,WD,Normal,130000,130
RL,7.18,7180,IR1,AllPub,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,3.52,352,Y,2008,WD,Normal,127000,127
RL,2.28,2280,Reg,AllPub,Twnhs,2Story,6,6,1976,GasA,Y,SBrkr,8.55,855,6.01,601,Typ,Attchd,4.4,440,Y,2009,WD,Normal,148500,148.5
RL,9.416,9416,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,17.26,1726,0,0,Typ,Attchd,7.86,786,Y,2007,New,Partial,311872,311.872
RL,25.419,25419,Reg,AllPub,1Fam,2Story,8,4,1918,GasA,Y,SBrkr,13.6,1360,13.6,1360,Typ,Detchd,7.95,795,Y,2006,WD,Abnorml,235000,235
RM,5.52,5520,Reg,AllPub,1Fam,2.5Fin,6,6,1912,GasA,Y,SBrkr,9.29,929,9.29,929,Typ,NA,0,0,Y,2009,WD,Abnorml,104000,104
RL,9.591,9591,Reg,AllPub,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,17.13,1713,0,0,Typ,Attchd,8.56,856,Y,2009,WD,Normal,274900,274.9
RM,8.546,8546,Reg,AllPub,1Fam,1Story,4,5,2003,GasA,Y,SBrkr,11.21,1121,0,0,Typ,Attchd,4.4,440,Y,2010,WD,Normal,140000,140
RL,10.125,10125,Reg,AllPub,1Fam,1Story,6,6,1977,GasA,Y,SBrkr,12.79,1279,0,0,Typ,Detchd,4.73,473,Y,2008,WD,Normal,171500,171.5
RL,7,7000,Reg,AllPub,1Fam,1.5Fin,6,6,1924,GasA,Y,SBrkr,8.65,865,4.45,445,Min1,Attchd,3.98,398,Y,2006,COD,Normal,112000,112
RM,4.438,4438,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,8.48,848,0,0,Typ,Attchd,4.2,420,Y,2008,WD,Normal,149000,149
RM,3.5,3500,Reg,AllPub,1Fam,1.5Fin,5,7,1947,GasA,Y,SBrkr,7.2,720,5.64,564,Typ,Detchd,2.4,240,Y,2009,WD,Normal,110000,110
RL,11.851,11851,Reg,AllPub,1Fam,1Story,7,5,1990,GasA,Y,SBrkr,14.42,1442,0,0,Typ,Attchd,5,500,Y,2009,WD,Normal,180500,180.5
RL,13.673,13673,IR1,AllPub,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,16.96,1696,0,0,Min2,Attchd,3.49,349,Y,2007,WD,Normal,143900,143.9
RL,12.493,12493,IR1,AllPub,1Fam,1Story,4,5,1960,GasA,Y,SBrkr,11,1100,0,0,Typ,Attchd,3.12,312,Y,2008,WD,Normal,141000,141
RL,14.364,14364,IR1,AllPub,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,11.8,1180,8.82,882,Typ,Attchd,4.54,454,Y,2007,WD,Normal,277000,277
RL,8.25,8250,Reg,AllPub,1Fam,1Story,6,7,1964,GasA,Y,SBrkr,10.92,1092,0,0,Typ,Attchd,5.04,504,Y,2008,WD,Normal,145000,145
RL,5.604,5604,Reg,AllPub,1Fam,1Story,5,6,1925,GasA,N,FuseA,8.64,864,0,0,Typ,NA,0,0,Y,2008,WD,Normal,98000,98
RL,10.42,10420,Reg,AllPub,1Fam,1Story,6,5,2009,GasA,Y,SBrkr,12.12,1212,0,0,Typ,Attchd,4.6,460,Y,2010,WD,Normal,186000,186
FV,8.64,8640,Reg,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,9.32,932,9.2,920,Typ,Attchd,6.44,644,Y,2009,New,Partial,252678,252.678
RL,13.568,13568,IR2,AllPub,1Fam,1Story,5,5,1995,GasA,Y,SBrkr,9.9,990,0,0,Typ,Attchd,5.76,576,Y,2006,WD,Normal,156000,156
RL,10.9,10900,IR1,AllPub,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,6.89,689,7.03,703,Typ,Attchd,2.99,299,Y,2010,WD,Normal,161750,161.75
RL,10.011,10011,IR1,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,12.36,1236,0,0,Min1,Attchd,4.47,447,Y,2006,WD,Normal,134450,134.45
RL,8.45,8450,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,14.36,1436,0,0,Typ,Attchd,4.84,484,Y,2008,WD,Normal,210000,210
RM,9.906,9906,Reg,AllPub,1Fam,2Story,4,4,1925,GasA,N,SBrkr,8.1,810,5.18,518,Typ,Detchd,2.1,210,Y,2006,WD,Family,107000,107
RL,15.66,15660,IR1,AllPub,1Fam,1.5Fin,7,9,1939,GasA,Y,SBrkr,11.37,1137,8.17,817,Typ,Attchd,4.31,431,Y,2008,WD,Normal,311500,311.5
RL,3.01,3010,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,12.48,1248,0,0,Typ,Attchd,4.38,438,Y,2006,New,Partial,167240,167.24
RL,8.99,8990,IR1,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,14.98,1498,0,0,Typ,Attchd,6.75,675,Y,2006,New,Partial,204900,204.9
RL,8.068,8068,IR1,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,10.1,1010,12.57,1257,Typ,BuiltIn,3.9,390,Y,2009,ConLI,Normal,200000,200
RL,11.475,11475,Reg,AllPub,1Fam,2Story,6,6,1975,GasA,Y,SBrkr,8.11,811,7.41,741,Typ,Attchd,4.34,434,Y,2006,WD,Normal,179900,179.9
RL,10.5,10500,Reg,AllPub,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,5.76,576,Y,2009,WD,Abnorml,97000,97
RL,13.472,13472,Reg,AllPub,1Fam,1Story,10,5,2003,GasA,Y,SBrkr,23.92,2392,0,0,Typ,Attchd,9.68,968,Y,2009,WD,Normal,386250,386.25
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,5,5,1971,GasA,Y,SBrkr,6.3,630,6.72,672,Typ,Detchd,2.8,280,Y,2009,COD,Abnorml,112000,112
RL,9.95,9950,IR1,AllPub,1Fam,2Story,7,5,1995,GasA,Y,SBrkr,12.14,1214,13.06,1306,Typ,Attchd,7.21,721,Y,2007,WD,Abnorml,290000,290
RM,1.869,1869,Reg,AllPub,Twnhs,2Story,6,6,1970,GasA,Y,SBrkr,4.83,483,5.04,504,Typ,Detchd,2.8,280,Y,2008,WD,Normal,106000,106
RL,8.521,8521,Reg,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,9.12,912,0,0,Typ,Detchd,3.36,336,Y,2010,WD,Normal,125000,125
RL,3.182,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,15.55,1555,0,0,Typ,Attchd,4.3,430,Y,2009,WD,Normal,192500,192.5
RL,8.76,8760,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,11.94,1194,0,0,Typ,Attchd,3.12,312,Y,2010,WD,Normal,148000,148
RL,15.138,15138,IR1,AllPub,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,14.9,1490,13.04,1304,Typ,Attchd,8.1,810,Y,2009,WD,Normal,403000,403
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,6,5,1972,GasA,Y,SBrkr,4.83,483,5.04,504,Typ,Attchd,2.88,288,Y,2006,WD,Normal,94500,94.5
RL,10.65,10650,Reg,AllPub,1Fam,1Story,5,6,1976,GasA,Y,SBrkr,8.94,894,0,0,Typ,Attchd,3.08,308,Y,2010,WD,Normal,128200,128.2
RL,7.851,7851,Reg,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,8.6,860,11,1100,Typ,BuiltIn,4.4,440,Y,2010,WD,Normal,216500,216.5
RM,1.68,1680,Reg,AllPub,TwnhsE,2Story,6,3,1971,GasA,Y,SBrkr,4.83,483,5.04,504,Typ,Detchd,2.64,264,Y,2008,WD,Normal,89500,89.5
RL,8.773,8773,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,14.14,1414,0,0,Typ,Attchd,4.94,494,Y,2010,WD,Normal,185500,185.5
RL,9.453,9453,IR1,AllPub,1Fam,2Story,7,7,1993,GasA,Y,SBrkr,10.14,1014,7.3,730,Typ,Attchd,4.57,457,Y,2010,WD,Normal,194500,194.5
RL,12.03,12030,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,16.94,1694,0,0,Typ,Attchd,8.18,818,Y,2007,New,Partial,318000,318
RL,8.741,8741,Reg,AllPub,1Fam,1.5Fin,6,4,1945,GasA,Y,FuseA,7.98,798,6.89,689,Typ,Detchd,2.2,220,Y,2010,WD,Normal,113000,113
FV,9,9000,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,15.66,1566,0,0,Typ,Attchd,7.5,750,Y,2010,WD,Normal,262500,262.5
RM,3.88,3880,Reg,AllPub,1Fam,1Story,5,9,1945,GasA,Y,SBrkr,8.66,866,0,0,Typ,NA,0,0,Y,2007,WD,Normal,110500,110.5
RM,5,5000,Reg,AllPub,1Fam,1.5Fin,5,4,1900,GasA,N,FuseA,8.89,889,5.51,551,Typ,Attchd,3.52,352,Y,2006,WD,Normal,79000,79
RL,10.762,10762,Reg,AllPub,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,6.26,626,5.91,591,Typ,Attchd,2.88,288,Y,2009,WD,Normal,120000,120
RL,8.88,8880,IR1,AllPub,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,12.22,1222,8.88,888,Typ,Attchd,4.63,463,Y,2010,WD,Normal,205000,205
RL,10.4,10400,Reg,AllPub,1Fam,1Story,7,5,1988,GasA,Y,SBrkr,18.72,1872,0,0,Typ,Attchd,6.04,604,Y,2006,WD,Normal,241500,241.5
RM,9.142,9142,Reg,AllPub,2fmCon,2Story,6,8,1910,GasA,N,FuseP,9.08,908,10.2,1020,Typ,Detchd,4.4,440,Y,2006,WD,Normal,137000,137
RL,11.31,11310,Reg,AllPub,1Fam,1Story,6,5,1954,GasA,Y,SBrkr,13.75,1375,0,0,Typ,Attchd,4.51,451,Y,2006,WD,Normal,140000,140
RL,11.317,11317,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,8.4,840,8.28,828,Typ,Attchd,5,500,Y,2007,WD,Normal,180000,180
RL,159,159000,IR2,AllPub,1Fam,1.5Fin,6,7,1958,GasA,Y,SBrkr,14.44,1444,7,700,Typ,Attchd,3.89,389,Y,2007,WD,Normal,277000,277
RL,5.35,5350,IR1,AllPub,1Fam,1Story,3,2,1940,GasA,Y,SBrkr,13.06,1306,0,0,Mod,NA,0,0,Y,2010,WD,Normal,76500,76.5
RM,4.75,4750,IR1,AllPub,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,16.25,1625,0,0,Typ,Attchd,5.38,538,Y,2007,WD,Family,235000,235
RL,8.366,8366,IR1,AllPub,1Fam,2Story,6,5,2004,GasA,Y,SBrkr,7.98,798,8.42,842,Typ,Attchd,5.2,520,Y,2008,WD,Normal,173000,173
RL,9.35,9350,Reg,AllPub,1Fam,SLvl,6,7,1964,GasA,Y,SBrkr,13.02,1302,0,0,Min1,Attchd,3.09,309,Y,2007,CWD,Normal,158000,158
RL,8.4,8400,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,13.14,1314,0,0,Typ,Attchd,2.94,294,Y,2010,WD,Normal,145000,145
RL,8.738,8738,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,10.05,1005,12.86,1286,Typ,BuiltIn,4.29,429,Y,2006,WD,Normal,230000,230
FV,8.791,8791,IR1,AllPub,1Fam,2Story,6,5,2003,GasA,Y,SBrkr,8.64,864,8.64,864,Typ,Attchd,6.73,673,Y,2008,WD,Normal,207500,207.5
RL,8.814,8814,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,16.04,1604,0,0,Typ,Attchd,6.6,660,Y,2009,WD,Abnorml,220000,220
RL,12.435,12435,Reg,AllPub,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,9.63,963,8.29,829,Typ,Attchd,5.64,564,Y,2008,WD,Normal,231500,231.5
RM,12.702,12702,Reg,AllPub,1Fam,1Story,5,5,1956,GasA,Y,FuseA,8.82,882,0,0,Typ,Detchd,3.08,308,Y,2008,WD,Normal,97000,97
RL,19.296,19296,Reg,AllPub,1Fam,SLvl,6,5,1962,GasA,Y,SBrkr,13.82,1382,0,0,Typ,Attchd,8.84,884,Y,2009,WD,Normal,176000,176
RL,9.588,9588,IR1,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,14.82,1482,10.92,1092,Typ,BuiltIn,8.68,868,Y,2007,New,Partial,276000,276
RL,8.471,8471,IR1,AllPub,1Fam,SLvl,6,7,1977,GasA,Y,SBrkr,12.12,1212,0,0,Typ,Attchd,4.92,492,Y,2006,WD,Normal,151000,151
RM,5.5,5500,Reg,AllPub,1Fam,1.5Fin,5,7,1929,GasA,Y,SBrkr,9.26,926,0,0,Typ,Detchd,4.84,484,Y,2010,WD,Normal,130000,130
RM,5.232,5232,IR3,AllPub,1Fam,1Story,5,5,1925,GasA,N,FuseP,7.64,764,0,0,Typ,Detchd,5.04,504,N,2008,WD,Normal,73000,73
RL,12.09,12090,IR1,AllPub,1Fam,1Story,6,6,1981,GasA,Y,SBrkr,14.22,1422,0,0,Typ,Attchd,5.76,576,Y,2008,WD,Normal,175500,175.5
RL,11.207,11207,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,8.02,802,7.09,709,Typ,Attchd,4.13,413,Y,2006,WD,Normal,185000,185
RL,8.4,8400,Reg,AllPub,1Fam,2.5Fin,5,8,1939,GasA,Y,SBrkr,10.52,1052,7.2,720,Typ,Detchd,2.4,240,Y,2008,WD,Normal,179500,179.5
RM,6.9,6900,Reg,AllPub,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,7.78,778,0,0,Typ,Detchd,9.24,924,Y,2008,WD,Normal,120500,120.5
RL,7.917,7917,IR1,AllPub,1Fam,1Story,6,7,1976,GasA,Y,SBrkr,11.13,1113,0,0,Typ,Attchd,5.04,504,Y,2007,WD,Normal,148000,148
FV,10.728,10728,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,10.95,1095,8.44,844,Typ,Attchd,10.53,1053,Y,2006,New,Partial,266000,266
RL,39.104,39104,IR1,AllPub,1Fam,1Story,7,7,1954,GasA,Y,SBrkr,13.63,1363,0,0,Mod,Attchd,4.39,439,Y,2008,WD,Normal,241500,241.5
RL,11.764,11764,IR1,AllPub,1Fam,2Story,8,7,1999,GasA,Y,SBrkr,11.64,1164,11.06,1106,Typ,Attchd,6.71,671,Y,2010,WD,Normal,290000,290
RL,9.6,9600,Reg,AllPub,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,16.32,1632,0,0,Min1,Attchd,3.38,338,Y,2009,WD,Normal,139000,139
RL,8.314,8314,Reg,AllPub,1Fam,1Story,5,7,1982,GasA,Y,SBrkr,8.16,816,0,0,Typ,Attchd,2.64,264,Y,2007,WD,Normal,124500,124.5
RL,7.264,7264,Reg,AllPub,1Fam,1.5Fin,7,7,1925,GasW,N,SBrkr,9.52,952,5.96,596,Typ,Detchd,6.72,672,Y,2009,WD,Normal,205000,205
RL,9.196,9196,IR1,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,15.6,1560,0,0,Typ,Attchd,5.73,573,Y,2010,WD,Normal,201000,201
RL,19.138,19138,Reg,AllPub,1Fam,1Story,4,5,1951,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,4,400,Y,2010,WD,Normal,141000,141
RL,14.45,14450,Reg,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,21.21,2121,0,0,Typ,Attchd,7.32,732,Y,2007,New,Partial,415298,415.298
RL,10.005,10005,Reg,AllPub,1Fam,2Story,7,5,1977,GasA,Y,SBrkr,11.56,1156,8.66,866,Typ,Attchd,5.05,505,Y,2008,WD,Normal,192000,192
RL,11.287,11287,Reg,AllPub,1Fam,2Story,7,6,1989,GasA,Y,SBrkr,11.75,1175,8.07,807,Typ,Attchd,5.75,575,Y,2007,WD,Normal,228500,228.5
FV,7.2,7200,Reg,AllPub,1Fam,1Story,6,5,2006,GasA,Y,SBrkr,12.62,1262,0,0,Typ,Attchd,5.72,572,Y,2006,New,Partial,185000,185
RL,5.063,5063,Reg,AllPub,Twnhs,1Story,7,5,2007,GasA,Y,SBrkr,13.14,1314,0,0,Typ,Attchd,6.26,626,Y,2009,ConLw,Normal,207500,207.5
RL,9.612,9612,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,14.68,1468,0,0,Typ,Attchd,8.98,898,Y,2009,New,Partial,244600,244.6
RL,8.012,8012,Reg,AllPub,TwnhsE,1Story,6,5,1992,GasA,Y,SBrkr,15.75,1575,0,0,Typ,Attchd,5.29,529,Y,2007,WD,Normal,179200,179.2
FV,4.251,4251,IR1,AllPub,TwnhsE,2Story,7,5,2006,GasA,Y,SBrkr,6.25,625,6.25,625,Typ,Detchd,5.28,528,Y,2007,New,Partial,164700,164.7
RL,9.786,9786,IR1,AllPub,1Fam,1.5Fin,6,7,1962,GasA,Y,SBrkr,10.85,1085,6.49,649,Typ,Attchd,4.4,440,Y,2006,WD,Normal,159000,159
RL,8.125,8125,IR1,AllPub,1Fam,1Story,4,4,1971,GasA,Y,SBrkr,8.58,858,0,0,Typ,NA,0,0,Y,2006,WD,Normal,88000,88
RL,9.819,9819,IR1,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,9,900,0,0,Typ,Detchd,2.8,280,Y,2010,WD,Normal,122000,122
RL,8.73,8730,Reg,AllPub,1Fam,2Story,6,7,1915,GasA,Y,FuseA,6.98,698,6.98,698,Typ,Detchd,3.84,384,Y,2007,WD,Normal,153575,153.575
RL,15.611,15611,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,10.79,1079,8.4,840,Typ,Attchd,6.85,685,Y,2006,New,Partial,233230,233.23
RL,5.687,5687,Reg,AllPub,2fmCon,2Story,5,6,1912,GasA,N,SBrkr,9.36,936,7.8,780,Typ,NA,0,0,N,2008,WD,Normal,135900,135.9
